country_code,customer_id,invoice_number,invoice_date,due_date,invoice_amount,settled_date,process_type
391,6632-CGYHU,2529299296,10/31/2013,11/30/2013,94.71,11/14/2013,Electronic
406,4092-ZAVRG,2529818478,4/8/2013,5/8/2013,77.41,4/14/2013,Electronic
406,6048-QPZCF,2536946008,4/8/2013,5/8/2013,82.56,4/12/2013,Electronic
818,5924-UOPGH,2538593943,1/19/2013,2/18/2013,72.36,3/6/2013,Paper
406,7245-CKNCN,2548747107,11/7/2012,12/7/2012,73.82,11/20/2012,Electronic
897,9460-VAZGD,2549781436,7/24/2013,8/23/2013,79.06,8/13/2013,Paper
897,3271-YDPUJ,2556169247,2/26/2013,3/28/2013,39.88,3/26/2013,Paper
391,5920-DPXLN,2561298121,1/1/2013,1/31/2013,36.1,1/13/2013,Electronic
818,5924-UOPGH,2567314578,4/14/2013,5/14/2013,81.26,5/7/2013,Paper
770,5592-UQXSS,2570203308,5/28/2012,6/27/2012,44.33,6/29/2012,Paper
406,2621-XCLEH,2571390571,6/24/2013,7/24/2013,90.62,7/29/2013,Electronic
897,7372-CESLR,2585470999,3/17/2012,4/16/2012,34.57,4/9/2012,Paper
391,1080-NDGAE,2592238538,5/27/2012,6/26/2012,92.25,6/29/2012,Paper
391,8156-PCYBM,2597867711,1/19/2013,2/18/2013,55.82,2/12/2013,Electronic
818,5613-UHVMG,2601239901,8/29/2012,9/28/2012,55.54,10/13/2012,Electronic
391,6160-HCSFI,2603539730,2/25/2012,3/26/2012,83.21,3/19/2012,Paper
770,7856-ODQFO,2606687623,7/27/2012,8/26/2012,63.17,8/22/2012,Paper
406,7938-EVASK,2613739780,3/17/2013,4/16/2013,78.05,5/4/2013,Electronic
391,5529-TBPGK,2620239474,11/12/2012,12/12/2012,76.12,12/23/2012,Paper
391,9841-XLGBV,2624507671,9/19/2013,10/19/2013,68.58,10/9/2013,Electronic
770,3993-QUNVJ,2631512798,4/16/2013,5/16/2013,77.61,4/27/2013,Electronic
897,8690-EEBEO,2634865247,11/11/2013,12/11/2013,54.43,12/18/2013,Electronic
391,3598-DNURW,2637006256,10/24/2012,11/23/2012,46.32,11/7/2012,Electronic
818,8887-NCUZC,2640415165,1/12/2013,2/11/2013,36.96,2/9/2013,Paper
406,9758-AIEIK,2649653276,5/14/2012,6/13/2012,52.88,6/2/2012,Electronic
770,9928-IJYBQ,2652788570,11/2/2012,12/2/2012,56.53,12/9/2012,Electronic
818,8102-ABPKQ,2659238903,3/9/2013,4/8/2013,46.86,4/12/2013,Paper
818,9181-HEKGV,2666514859,8/27/2013,9/26/2013,99.82,10/6/2013,Paper
770,5592-UQXSS,2669865910,9/7/2013,10/7/2013,14.53,10/3/2013,Electronic
391,3569-VJWXS,2672884008,6/23/2013,7/23/2013,88.56,7/3/2013,Electronic
818,8102-ABPKQ,2675977268,5/29/2013,6/28/2013,67.35,7/23/2013,Paper
391,2820-XGXSB,2677499546,10/13/2013,11/12/2013,54.18,10/18/2013,Electronic
770,9928-IJYBQ,2680537112,12/31/2012,1/30/2013,49.68,2/2/2013,Electronic
406,5164-VMYWJ,2686795105,1/14/2013,2/13/2013,51.86,2/9/2013,Paper
391,3598-DNURW,2690415975,7/20/2012,8/19/2012,84.54,8/13/2012,Paper
406,6833-ETVHD,2691990675,5/1/2012,5/31/2012,93.7,5/21/2012,Electronic
770,7260-ZHAKS,2693687613,11/6/2013,12/6/2013,56.24,11/27/2013,Electronic
897,7372-CESLR,2694732247,3/18/2012,4/17/2012,30.08,4/9/2012,Paper
897,0688-XNJRO,2698045799,3/26/2013,4/25/2013,55.16,5/27/2013,Electronic
406,7938-EVASK,2699755955,6/22/2013,7/22/2013,38.81,7/27/2013,Electronic
770,6077-FDQRK,2702927066,5/14/2013,6/13/2013,43.07,5/28/2013,Electronic
391,2423-QOKIO,2714712437,12/28/2012,1/27/2013,96.31,1/22/2013,Paper
818,3568-JJMFW,2717531125,10/5/2012,11/4/2012,83.13,10/28/2012,Electronic
818,6627-ELFBK,2726493725,2/13/2013,3/15/2013,57.35,2/25/2013,Electronic
391,2423-QOKIO,2726898858,6/1/2013,7/1/2013,77.98,6/18/2013,Electronic
406,6048-QPZCF,2732194894,6/9/2013,7/9/2013,77.08,6/27/2013,Electronic
406,3448-OWJOT,2739453651,9/14/2013,10/14/2013,60.14,10/16/2013,Electronic
406,8389-TCXFQ,2741619477,6/11/2013,7/11/2013,88.19,7/6/2013,Electronic
391,2676-DZINU,2742482273,11/15/2012,12/15/2012,55.93,12/6/2012,Electronic
897,9460-VAZGD,2744921812,8/20/2012,9/19/2012,52.05,9/6/2012,Paper
897,0688-XNJRO,2745672878,11/14/2012,12/14/2012,23.05,12/25/2012,Electronic
818,5875-VZQCZ,2746735879,3/25/2013,4/24/2013,50.79,5/6/2013,Paper
406,4632-QZOKX,2748256708,3/25/2013,4/24/2013,64.32,4/25/2013,Electronic
391,0379-NEVHP,2748334767,6/24/2013,7/24/2013,61.66,7/11/2013,Electronic
391,7209-MDWKR,2752068327,7/23/2013,8/22/2013,56.03,8/18/2013,Paper
770,4460-ZXNDN,2757630472,4/28/2013,5/28/2013,62.63,6/1/2013,Paper
897,1168-BEASA,2758133753,6/12/2013,7/12/2013,26.8,7/3/2013,Paper
770,2687-XWAMA,2765073058,4/15/2013,5/15/2013,55.33,4/25/2013,Electronic
897,9460-VAZGD,2771850469,10/28/2012,11/27/2012,45.13,11/22/2012,Paper
818,7695-NKUXM,2783374260,3/20/2013,4/19/2013,49.9,3/24/2013,Electronic
406,7938-EVASK,2794370654,1/16/2012,2/15/2012,87.78,2/20/2012,Paper
391,7841-HROAQ,2800981232,7/2/2012,8/1/2012,89.14,7/28/2012,Paper
406,5164-VMYWJ,2801147000,3/3/2013,4/2/2013,79.74,3/25/2013,Paper
391,0709-LZRJV,2806337298,2/19/2012,3/20/2012,62.85,3/25/2012,Paper
406,8389-TCXFQ,2806345363,4/18/2013,5/18/2013,50.37,5/8/2013,Electronic
391,5196-TWQXF,2811916189,10/28/2013,11/27/2013,54.07,11/13/2013,Electronic
391,1080-NDGAE,2818239190,7/15/2012,8/14/2012,61.48,8/13/2012,Paper
391,2820-XGXSB,2819777550,5/24/2013,6/23/2013,61.45,5/28/2013,Electronic
391,9212-BTDMX,2824604487,1/28/2012,2/27/2012,74.25,2/13/2012,Paper
770,6077-FDQRK,2827612677,11/21/2012,12/21/2012,33.36,12/7/2012,Electronic
818,8102-ABPKQ,2836103383,5/10/2012,6/9/2012,68.21,6/23/2012,Paper
406,9117-LYRCE,2840107285,1/2/2013,2/1/2013,49.59,2/6/2013,Paper
770,9928-IJYBQ,2843203106,6/27/2012,7/27/2012,45.75,7/31/2012,Electronic
406,9322-YCTQO,2863276075,3/26/2012,4/25/2012,95.94,5/6/2012,Paper
391,3598-DNURW,2867355070,11/5/2013,12/5/2013,90.41,11/22/2013,Electronic
391,6708-DPYTF,2871447909,5/5/2013,6/4/2013,76.49,6/3/2013,Electronic
406,8976-AMJEO,2872500354,3/25/2012,4/24/2012,67.41,4/18/2012,Electronic
391,0709-LZRJV,2879905746,11/24/2013,12/24/2013,56.29,12/24/2013,Electronic
818,5875-VZQCZ,2882083969,5/22/2013,6/21/2013,66.06,7/8/2013,Paper
770,7050-KQLDO,2884857136,9/19/2012,10/19/2012,52.53,10/13/2012,Paper
897,7372-CESLR,2898287464,10/28/2012,11/27/2012,12.7,11/25/2012,Paper
391,7329-TWKLF,2899243412,6/30/2012,7/30/2012,74.22,7/23/2012,Paper
897,7372-CESLR,2900528557,11/28/2012,12/28/2012,41.76,12/31/2012,Paper
391,7209-MDWKR,2906379133,12/17/2012,1/16/2013,66.75,2/1/2013,Paper
391,1080-NDGAE,2912484665,8/5/2013,9/4/2013,92.16,9/8/2013,Electronic
406,7245-CKNCN,2923296215,1/4/2012,2/3/2012,67.71,1/28/2012,Paper
818,5148-SYKLB,2924198306,10/31/2013,11/30/2013,91.26,11/22/2013,Electronic
818,6627-ELFBK,2924562161,12/17/2012,1/16/2013,98.73,1/3/2013,Electronic
391,1080-NDGAE,2925434206,10/11/2013,11/10/2013,76.07,10/23/2013,Electronic
897,6177-VTITE,2926591272,6/22/2013,7/22/2013,36.62,7/16/2013,Electronic
770,7260-ZHAKS,2936586813,4/30/2013,5/30/2013,59.78,5/30/2013,Electronic
818,7695-NKUXM,2938081000,3/19/2012,4/18/2012,57.21,4/6/2012,Paper
406,8389-TCXFQ,2941967523,1/12/2013,2/11/2013,60.35,2/17/2013,Electronic
770,7758-WKLVM,2947584001,3/19/2013,4/18/2013,72.5,5/11/2013,Electronic
897,9460-VAZGD,2947790220,1/5/2012,2/4/2012,32.28,1/19/2012,Paper
818,3271-HYHDN,2949843698,4/10/2012,5/10/2012,39.35,4/15/2012,Paper
391,5920-DPXLN,2952430924,6/11/2013,7/11/2013,53.09,6/21/2013,Electronic
406,5164-VMYWJ,2953405140,8/21/2013,9/20/2013,61.41,9/12/2013,Paper
897,0688-XNJRO,2960848343,8/22/2013,9/21/2013,36.6,9/26/2013,Electronic
391,6632-CGYHU,2962262974,9/6/2013,10/6/2013,56.5,9/13/2013,Electronic
818,2824-HJQPP,2964011777,1/6/2013,2/5/2013,70.5,1/30/2013,Paper
818,9181-HEKGV,2966579935,5/18/2013,6/17/2013,99.85,7/15/2013,Paper
897,8942-ERSWK,2969671399,5/26/2013,6/25/2013,7.47,5/31/2013,Electronic
897,1168-BEASA,2969926155,6/11/2013,7/11/2013,82.63,7/3/2013,Paper
391,5920-DPXLN,2969979027,12/30/2012,1/29/2013,50.34,1/14/2013,Electronic
770,6831-FIODB,2970425808,8/13/2013,9/12/2013,35.74,9/1/2013,Electronic
897,7372-CESLR,2977673351,6/3/2013,7/3/2013,34.89,6/24/2013,Electronic
406,8976-AMJEO,2979360755,5/12/2012,6/11/2012,103.67,6/2/2012,Electronic
770,7856-ODQFO,2987359559,3/8/2013,4/7/2013,57.96,4/24/2013,Electronic
391,0379-NEVHP,2998565198,2/12/2012,3/13/2012,28.21,2/28/2012,Paper
391,6632-CGYHU,3007642107,5/20/2012,6/19/2012,56.03,6/1/2012,Paper
818,8364-UWVLM,3014047428,11/12/2012,12/12/2012,92.03,12/8/2012,Electronic
391,7209-MDWKR,3021707927,8/20/2012,9/19/2012,75.55,9/17/2012,Paper
406,7600-OISKG,3023099566,2/18/2013,3/20/2013,45.51,3/7/2013,Paper
770,2026-XLBER,3025631462,4/26/2013,5/26/2013,103.54,5/25/2013,Electronic
897,9250-VHLWY,3030097145,2/20/2012,3/21/2012,68.41,3/18/2012,Paper
818,5148-SYKLB,3032739429,5/10/2013,6/9/2013,86.41,6/11/2013,Paper
818,1604-LIFKX,3037486776,1/29/2013,2/28/2013,79.37,3/11/2013,Paper
818,8887-NCUZC,3047515591,2/3/2013,3/5/2013,37.17,3/18/2013,Electronic
391,2676-DZINU,3053205526,5/28/2012,6/27/2012,56.56,6/10/2012,Paper
770,9928-IJYBQ,3053271258,4/3/2013,5/3/2013,83.95,5/9/2013,Electronic
391,0379-NEVHP,3056950219,8/11/2013,9/10/2013,47.08,8/21/2013,Electronic
406,9758-AIEIK,3059762404,5/25/2012,6/24/2012,51.34,6/11/2012,Electronic
391,6632-CGYHU,3060840745,10/25/2012,11/24/2012,83.68,11/9/2012,Paper
391,9174-IYKOC,3066073542,3/2/2012,4/1/2012,53.79,4/2/2012,Paper
818,2824-HJQPP,3077571538,2/27/2013,3/29/2013,64.54,3/18/2013,Paper
406,4640-FGEJI,3078815567,4/2/2013,5/2/2013,94.62,4/21/2013,Paper
770,7228-LEPPM,3085234788,2/9/2013,3/11/2013,34.7,3/14/2013,Electronic
406,8389-TCXFQ,3086321519,3/1/2013,3/31/2013,53.38,4/13/2013,Electronic
770,7758-WKLVM,3089793704,10/9/2012,11/8/2012,56.82,11/10/2012,Electronic
406,9117-LYRCE,3090463749,3/1/2013,3/31/2013,58.69,4/30/2013,Paper
391,9014-WENVB,3090692385,11/22/2012,12/22/2012,89.68,12/24/2012,Paper
818,8364-UWVLM,3091329049,2/6/2013,3/8/2013,91.59,3/8/2013,Electronic
818,6627-ELFBK,3094167273,8/1/2013,8/31/2013,86.83,8/23/2013,Electronic
818,8102-ABPKQ,3097229122,4/8/2013,5/8/2013,56.01,5/8/2013,Paper
391,9014-WENVB,3102041998,1/17/2012,2/16/2012,69.99,2/15/2012,Paper
406,7600-OISKG,3109120531,8/4/2013,9/3/2013,90.54,9/2/2013,Electronic
897,8942-ERSWK,3110080050,9/18/2012,10/18/2012,13.06,9/30/2012,Paper
818,3568-JJMFW,3110539999,3/30/2012,4/29/2012,36.21,4/29/2012,Electronic
391,7209-MDWKR,3110878377,6/19/2013,7/19/2013,36.23,7/12/2013,Paper
897,8942-ERSWK,3112379825,5/25/2013,6/24/2013,51.6,6/2/2013,Electronic
897,9250-VHLWY,3113502518,9/15/2012,10/15/2012,46.49,10/15/2012,Paper
770,2026-XLBER,3115534110,5/31/2013,6/30/2013,70.66,6/26/2013,Electronic
897,9250-VHLWY,3121730234,10/5/2012,11/4/2012,48.87,10/26/2012,Paper
897,8942-ERSWK,3123420222,7/3/2012,8/2/2012,25.41,7/11/2012,Paper
391,2423-QOKIO,3138040805,10/2/2012,11/1/2012,75.21,11/1/2012,Paper
770,9149-MATVB,3141193941,1/9/2013,2/8/2013,65.81,2/3/2013,Paper
818,6627-ELFBK,3146057306,8/8/2012,9/7/2012,78,8/26/2012,Paper
818,7946-HJDUR,3148320908,10/31/2013,11/30/2013,56.48,11/28/2013,Electronic
406,5284-DJOZO,3148914031,2/28/2012,3/29/2012,78.91,3/14/2012,Paper
391,8156-PCYBM,3148980303,5/17/2012,6/16/2012,82.2,6/15/2012,Electronic
897,9250-VHLWY,3153726272,1/20/2013,2/19/2013,65.43,2/10/2013,Paper
406,8389-TCXFQ,3154502347,3/10/2013,4/9/2013,37.02,4/5/2013,Electronic
770,2687-XWAMA,3155625555,5/6/2013,6/5/2013,41.72,5/9/2013,Electronic
391,7841-HROAQ,3155920868,8/8/2012,9/7/2012,53.74,9/4/2012,Paper
770,6077-FDQRK,3158139891,7/29/2012,8/28/2012,32.59,8/16/2012,Paper
818,5613-UHVMG,3160080084,4/16/2013,5/16/2013,71.86,5/24/2013,Electronic
770,3831-FXWYK,3161602616,3/29/2012,4/28/2012,79.28,5/6/2012,Paper
391,3598-DNURW,3162263646,9/29/2012,10/29/2012,90.91,10/19/2012,Electronic
406,7600-OISKG,3163580771,8/1/2012,8/31/2012,79.02,8/30/2012,Paper
406,6048-QPZCF,3166292468,9/25/2013,10/25/2013,88.58,10/19/2013,Electronic
818,3568-JJMFW,3168924777,4/25/2013,5/25/2013,72.88,5/13/2013,Electronic
770,7050-KQLDO,3170339882,3/7/2012,4/6/2012,62.24,4/5/2012,Paper
391,2125-HJDLA,3171200707,12/30/2012,1/29/2013,61.93,2/16/2013,Electronic
897,7654-DOLHO,3177584497,8/11/2012,9/10/2012,23.04,9/6/2012,Electronic
818,6004-KITZM,3180169613,6/16/2012,7/16/2012,65.51,7/6/2012,Paper
406,7245-CKNCN,3191043730,11/2/2012,12/2/2012,61.57,11/18/2012,Electronic
818,3568-JJMFW,3191622040,5/25/2013,6/24/2013,96.64,6/10/2013,Electronic
897,9883-SDWFS,3193716421,5/23/2012,6/22/2012,19.01,7/5/2012,Paper
818,8102-ABPKQ,3197860193,9/22/2012,10/22/2012,32.86,11/2/2012,Paper
818,6627-ELFBK,3205321485,1/20/2012,2/19/2012,60.52,2/11/2012,Paper
770,7260-ZHAKS,3206241963,2/22/2013,3/24/2013,89.44,3/16/2013,Electronic
391,8820-BLYDZ,3208997911,1/12/2013,2/11/2013,46.32,1/21/2013,Paper
391,2676-DZINU,3218896620,8/5/2013,9/4/2013,52.5,8/13/2013,Electronic
818,8364-UWVLM,3219214405,3/16/2013,4/15/2013,62.67,4/19/2013,Electronic
818,2824-HJQPP,3223401501,11/30/2012,12/30/2012,100.08,12/30/2012,Paper
770,4460-ZXNDN,3224727771,2/23/2013,3/25/2013,84.71,4/1/2013,Paper
406,9117-LYRCE,3225557120,2/20/2013,3/22/2013,29.25,3/23/2013,Paper
391,6708-DPYTF,3228259319,11/11/2012,12/11/2012,94.19,12/15/2012,Electronic
391,7841-HROAQ,3230944193,7/24/2012,8/23/2012,77.84,8/15/2012,Paper
406,4092-ZAVRG,3240616518,10/18/2013,11/17/2013,63.56,10/22/2013,Electronic
391,3569-VJWXS,3242588970,5/15/2013,6/14/2013,35.23,6/7/2013,Electronic
770,4460-ZXNDN,3242899571,3/25/2012,4/24/2012,45.59,4/28/2012,Paper
770,3993-QUNVJ,3244991557,4/6/2013,5/6/2013,76.44,4/17/2013,Electronic
770,7758-WKLVM,3248497540,6/9/2012,7/9/2012,68.06,7/6/2012,Electronic
770,7758-WKLVM,3248545962,3/24/2012,4/23/2012,63.08,5/7/2012,Electronic
770,9149-MATVB,3250840107,11/28/2013,12/28/2013,42.57,12/23/2013,Electronic
770,7856-ODQFO,3261039339,3/29/2013,4/28/2013,14.63,4/24/2013,Electronic
770,9928-IJYBQ,3264536681,10/15/2012,11/14/2012,32.77,11/16/2012,Electronic
406,8976-AMJEO,3267864290,1/15/2012,2/14/2012,57.55,2/15/2012,Paper
897,9883-SDWFS,3271911081,8/26/2013,9/25/2013,49.68,10/15/2013,Electronic
391,2676-DZINU,3284111300,7/14/2012,8/13/2012,89.31,8/2/2012,Paper
406,5573-KSOIA,3285658330,8/19/2013,9/18/2013,47.54,9/26/2013,Paper
391,1080-NDGAE,3289097967,8/30/2013,9/29/2013,82.6,10/3/2013,Electronic
406,0783-PEPYR,3289137440,8/2/2012,9/1/2012,84.75,9/13/2012,Paper
897,6391-GBFQJ,3289419980,3/24/2012,4/23/2012,7.11,4/9/2012,Paper
391,9212-BTDMX,3294653032,12/7/2012,1/6/2013,77.73,12/19/2012,Electronic
897,7372-CESLR,3298709830,4/10/2012,5/10/2012,21.24,5/4/2012,Paper
406,9725-EZTEJ,3312319528,6/7/2012,7/7/2012,72.6,6/16/2012,Electronic
770,6077-FDQRK,3314980148,1/8/2012,2/7/2012,28.84,2/1/2012,Paper
770,2026-XLBER,3315197094,9/13/2013,10/13/2013,61.79,10/3/2013,Electronic
406,6833-ETVHD,3319185490,5/10/2012,6/9/2012,77.76,5/30/2012,Electronic
391,7329-TWKLF,3320090298,5/19/2013,6/18/2013,79.65,6/5/2013,Paper
391,5529-TBPGK,3336714183,3/17/2012,4/16/2012,53.36,4/15/2012,Paper
770,9323-NDIOV,3341311423,9/2/2013,10/2/2013,68.97,9/28/2013,Electronic
391,0709-LZRJV,3342383577,6/21/2013,7/21/2013,36.09,7/12/2013,Electronic
391,6632-CGYHU,3345939091,11/21/2013,12/21/2013,102.41,11/28/2013,Electronic
818,3568-JJMFW,3347038968,6/13/2012,7/13/2012,81.7,7/10/2012,Electronic
406,0783-PEPYR,3347423476,5/27/2013,6/26/2013,104.52,7/7/2013,Paper
818,8102-ABPKQ,3353183486,10/29/2012,11/28/2012,49.7,11/30/2012,Paper
391,0709-LZRJV,3355481569,8/27/2013,9/26/2013,62.73,9/19/2013,Electronic
391,6160-HCSFI,3357258713,3/24/2013,4/23/2013,65.37,4/7/2013,Electronic
406,5164-VMYWJ,3359614666,10/30/2012,11/29/2012,56.93,11/17/2012,Paper
406,9322-YCTQO,3362601597,11/30/2013,12/30/2013,52.54,1/5/2014,Electronic
770,2687-XWAMA,3363342172,3/9/2013,4/8/2013,44.75,3/26/2013,Paper
406,4640-FGEJI,3369665872,4/20/2013,5/20/2013,63.48,5/16/2013,Electronic
818,6627-ELFBK,3371422208,5/11/2013,6/10/2013,61.03,5/25/2013,Electronic
897,8942-ERSWK,3372046335,3/17/2012,4/16/2012,26.16,4/12/2012,Paper
818,8102-ABPKQ,3374535086,8/12/2013,9/11/2013,49.31,9/30/2013,Paper
897,8942-ERSWK,3378881881,3/16/2013,4/15/2013,13.88,3/21/2013,Electronic
897,8690-EEBEO,3388237396,12/4/2012,1/3/2013,57.78,1/10/2013,Paper
818,1604-LIFKX,3388733623,3/15/2012,4/14/2012,58.17,5/4/2012,Paper
391,1080-NDGAE,3392014041,3/1/2012,3/31/2012,56.54,3/24/2012,Paper
818,5924-UOPGH,3394333507,8/4/2013,9/3/2013,65.6,8/18/2013,Electronic
770,2026-XLBER,3398429374,9/1/2013,10/1/2013,68.98,9/12/2013,Electronic
391,0379-NEVHP,3399547582,10/24/2012,11/23/2012,50.7,11/6/2012,Paper
406,7245-CKNCN,3404073698,5/22/2012,6/21/2012,87.82,6/13/2012,Paper
391,7329-TWKLF,3414952429,3/10/2013,4/9/2013,62.24,4/5/2013,Paper
391,8156-PCYBM,3416294053,1/4/2013,2/3/2013,58.03,2/3/2013,Electronic
406,7245-CKNCN,3418724483,4/17/2013,5/17/2013,79.26,4/24/2013,Electronic
897,7372-CESLR,3424410029,11/13/2013,12/13/2013,23.63,11/19/2013,Electronic
770,4460-ZXNDN,3428691656,6/13/2013,7/13/2013,50.47,7/18/2013,Paper
391,2820-XGXSB,3435598635,11/28/2012,12/28/2012,75.82,12/2/2012,Electronic
770,6831-FIODB,3437789966,4/29/2012,5/29/2012,52.26,6/6/2012,Paper
391,3598-DNURW,3438246206,8/31/2013,9/30/2013,66.01,9/12/2013,Electronic
818,3568-JJMFW,3442695944,5/11/2012,6/10/2012,84.39,6/7/2012,Electronic
406,4092-ZAVRG,3453759273,12/9/2012,1/8/2013,81.27,12/13/2012,Electronic
391,6160-HCSFI,3461153482,10/12/2012,11/11/2012,88.47,11/7/2012,Paper
818,6004-KITZM,3470607785,4/13/2013,5/13/2013,38.6,5/1/2013,Paper
818,5875-VZQCZ,3478923173,5/28/2012,6/27/2012,87.48,7/3/2012,Paper
406,9725-EZTEJ,3480348952,4/11/2012,5/11/2012,40.03,5/8/2012,Electronic
770,9928-IJYBQ,3480606970,5/9/2013,6/8/2013,58.83,6/11/2013,Electronic
406,8389-TCXFQ,3486080032,8/23/2012,9/22/2012,63.12,9/22/2012,Paper
770,9149-MATVB,3491048160,8/28/2013,9/27/2013,63.02,9/17/2013,Electronic
391,3569-VJWXS,3503012790,5/14/2013,6/13/2013,43.67,5/29/2013,Electronic
391,9174-IYKOC,3509509542,8/9/2013,9/8/2013,66.82,9/2/2013,Electronic
897,9883-SDWFS,3510258292,6/13/2012,7/13/2012,38.06,7/9/2012,Paper
897,7654-DOLHO,3511077910,10/6/2012,11/5/2012,47.44,11/4/2012,Electronic
406,5284-DJOZO,3515319067,4/16/2013,5/16/2013,88.74,5/6/2013,Electronic
391,8820-BLYDZ,3516217989,9/3/2012,10/3/2012,64.95,9/16/2012,Paper
818,6627-ELFBK,3517011034,2/15/2013,3/17/2013,65.28,3/1/2013,Electronic
897,6391-GBFQJ,3520423399,10/4/2013,11/3/2013,24.77,10/17/2013,Paper
391,8156-PCYBM,3520663396,5/28/2013,6/27/2013,74.59,6/27/2013,Electronic
406,9322-YCTQO,3523951475,11/25/2013,12/25/2013,107.04,12/27/2013,Electronic
391,6160-HCSFI,3524586307,9/24/2012,10/24/2012,55.36,10/16/2012,Paper
770,7758-WKLVM,3524717788,2/15/2012,3/16/2012,56.36,3/25/2012,Electronic
897,7372-CESLR,3530838063,5/16/2012,6/15/2012,50.58,6/1/2012,Paper
770,0706-NRGUP,3542268547,8/27/2013,9/26/2013,57.2,10/1/2013,Electronic
391,8156-PCYBM,3548287166,10/7/2013,11/6/2013,63.39,11/3/2013,Electronic
391,0709-LZRJV,3550686615,2/28/2012,3/29/2012,40.49,3/19/2012,Paper
770,7260-ZHAKS,3556035555,5/6/2012,6/5/2012,77.53,6/11/2012,Paper
770,9323-NDIOV,3556859305,7/13/2013,8/12/2013,44.48,8/7/2013,Electronic
391,7209-MDWKR,3557541459,8/19/2013,9/18/2013,51.86,9/19/2013,Paper
406,3448-OWJOT,3558050155,7/28/2012,8/27/2012,59.64,9/7/2012,Paper
770,0625-TNJFG,3559978043,8/25/2013,9/24/2013,50.17,9/11/2013,Electronic
391,9014-WENVB,3562071227,3/14/2013,4/13/2013,60.64,4/16/2013,Paper
406,5573-KSOIA,3563628885,10/28/2013,11/27/2013,67.26,11/22/2013,Electronic
391,9014-WENVB,3564452169,7/20/2013,8/19/2013,48.93,8/14/2013,Paper
406,8389-TCXFQ,3575343812,5/23/2013,6/22/2013,71.65,6/15/2013,Electronic
770,9928-IJYBQ,3581281649,11/29/2013,12/29/2013,54.16,12/26/2013,Electronic
770,0625-TNJFG,3582527568,8/1/2012,8/31/2012,64.44,8/31/2012,Paper
897,9250-VHLWY,3603372611,4/15/2013,5/15/2013,65.19,5/7/2013,Paper
391,7209-MDWKR,3605319346,2/11/2012,3/12/2012,39.67,3/18/2012,Paper
897,6391-GBFQJ,3619199367,10/30/2013,11/29/2013,30.47,11/15/2013,Paper
770,2687-XWAMA,3621497785,12/19/2012,1/18/2013,29.64,1/1/2013,Paper
897,6391-GBFQJ,3624022887,9/11/2012,10/11/2012,10.23,9/27/2012,Paper
391,0709-LZRJV,3636727153,3/12/2012,4/11/2012,67.83,4/12/2012,Paper
406,5573-KSOIA,3638200662,12/23/2012,1/22/2013,92.94,2/7/2013,Paper
897,8690-EEBEO,3651082685,3/20/2012,4/19/2012,29.34,5/1/2012,Paper
391,5920-DPXLN,3652831331,11/22/2013,12/22/2013,44.71,12/4/2013,Electronic
406,4651-PMEXQ,3655387597,9/29/2012,10/29/2012,63.1,10/21/2012,Electronic
897,6177-VTITE,3666273580,5/23/2012,6/22/2012,48.03,6/9/2012,Paper
897,0688-XNJRO,3671610537,9/15/2013,10/15/2013,33.37,10/28/2013,Electronic
406,8389-TCXFQ,3675527586,8/15/2013,9/14/2013,74.05,8/29/2013,Electronic
897,8942-ERSWK,3679770947,1/12/2013,2/11/2013,14.09,1/21/2013,Electronic
818,7695-NKUXM,3686599515,9/10/2013,10/10/2013,55.6,10/3/2013,Electronic
770,9149-MATVB,3693108174,9/13/2013,10/13/2013,37.88,9/25/2013,Electronic
818,1604-LIFKX,3693123052,4/25/2013,5/25/2013,47.82,6/3/2013,Electronic
391,0379-NEVHP,3699989123,9/7/2013,10/7/2013,62.88,9/13/2013,Electronic
406,9771-QTLGZ,3705856926,4/29/2013,5/29/2013,49.21,5/3/2013,Electronic
818,9181-HEKGV,3706686871,4/16/2012,5/16/2012,88.84,6/18/2012,Paper
391,0709-LZRJV,3707879583,10/30/2012,11/29/2012,70.82,11/29/2012,Paper
406,4640-FGEJI,3714896459,1/11/2012,2/10/2012,84.42,2/8/2012,Paper
897,6391-GBFQJ,3715216234,7/4/2013,8/3/2013,10.76,7/18/2013,Paper
897,7654-DOLHO,3717676857,9/13/2012,10/13/2012,8.22,10/5/2012,Electronic
406,0783-PEPYR,3720515641,11/2/2012,12/2/2012,62.27,12/4/2012,Paper
391,3569-VJWXS,3723989407,12/26/2012,1/25/2013,34.86,1/21/2013,Paper
406,5164-VMYWJ,3724015185,8/29/2012,9/28/2012,71.79,10/3/2012,Paper
818,5613-UHVMG,3724269616,6/22/2012,7/22/2012,49.71,8/3/2012,Electronic
391,8820-BLYDZ,3732687518,8/22/2013,9/21/2013,70.91,8/28/2013,Electronic
391,2820-XGXSB,3737203878,7/8/2012,8/7/2012,81.62,7/13/2012,Electronic
391,3598-DNURW,3746199110,3/30/2012,4/29/2012,58.57,4/24/2012,Paper
770,2447-JCFGW,3752294245,6/19/2012,7/19/2012,55.73,7/21/2012,Paper
406,9771-QTLGZ,3755391775,5/16/2012,6/15/2012,32.88,5/31/2012,Paper
770,7050-KQLDO,3761293373,11/28/2012,12/28/2012,36.55,12/18/2012,Electronic
770,9928-IJYBQ,3761658749,5/31/2013,6/30/2013,66.38,7/8/2013,Electronic
